genome	precision	recall	predicted_size	correctly_predicted	real_size
evo_1286_G.034	0.9908363114888398	0.9399792054230878	3082165	3053921	3248924
1036716	0.9983799204142995	0.9384359717880577	2467780	2463782	2625413
1036566	1.0	0.9378265157589003	2765234	2765234	2948556
1052950	0.9997061177579587	0.9268786099480182	5032628	5031149	5428056
1285_BD	0.971203293381309	0.9016912236631356	3091291	3002272	3329601
1049083	0.8825744685862237	0.8726303573231747	4925164	4346824	4981289
1052953	0.9898683645510438	0.8407844806934931	3535066	3499250	4161887
1285_AK	0.9944840115964136	0.7892594119541156	3692176	3671810	4652222
evo_1030728.038	0.9298372864263135	0.7805921616305019	2062520	1917808	2456863
evo_1139_Y.035	1.0	0.7013748151776866	5016805	5016805	7152816
1052992	0.986834022462195	0.7007105265515976	4912966	4848282	6919094
1220_AO	0.8802249393817843	0.6407959056128912	5387407	4742130	7400375
1048978	0.7858746807137043	0.5588977107541516	2565096	2015844	3606821
1053034	0.9954698374482808	0.3939936429355455	1003496	998950	2535447
1139_AA	0.5540789986953625	0.36601911414657434	2678905	1484325	4055321
1036782	NA	0.0	0	0	2937124
1139_AF	NA	0.0	0	0	4512274
1048942	NA	0.0	0	0	7189318
1052974	NA	0.0	0	0	3644343
1220_BB	NA	0.0	0	0	5505638
1036557	NA	0.0	0	0	3459146
1286_BD	NA	0.0	0	0	3028188
1049011	NA	0.0	0	0	3845886
1030812	NA	0.0	0	0	3707244
evo_1030728.035	NA	0.0	0	0	2456477
1048945	NA	0.0	0	0	7222220
1030806	NA	0.0	0	0	4083860
1036011	NA	0.0	0	0	738955
1220_BD	NA	0.0	0	0	7278798
1036731	NA	0.0	0	0	2472183
1287_BC	NA	0.0	0	0	9206646
1286_Y	NA	0.0	0	0	3842440
1139_AW	NA	0.0	0	0	5592814
evo_1030728.009	NA	0.0	0	0	2473538
1053031	NA	0.0	0	0	3800076
1030968	NA	0.0	0	0	4627085
1048870	NA	0.0	0	0	10667666
1052965	NA	0.0	0	0	2364702
1139_Y	NA	0.0	0	0	7149702
evo_1030728.011	NA	0.0	0	0	2509968
1035906	NA	0.0	0	0	2550032
1052959	NA	0.0	0	0	2512984
1139_AL	NA	0.0	0	0	4823186
1285_BO	NA	0.0	0	0	3571323
1053004	NA	0.0	0	0	2625737
1052941	NA	0.0	0	0	5477884
1286_BU	NA	0.0	0	0	2936314
1286_BV	NA	0.0	0	0	4362694
1021_C	NA	0.0	0	0	9221387
1036695	NA	0.0	0	0	3390034
1285_CK	NA	0.0	0	0	3460922
1030716	NA	0.0	0	0	1857974
evo_1139_Y.018	NA	0.0	0	0	7291951
1285_BV	NA	0.0	0	0	2939605
evo_1035921.008	NA	0.0	0	0	3020708
1139_T	NA	0.0	0	0	5520095
1052995	NA	0.0	0	0	6855845
1285_AC	NA	0.0	0	0	3461926
evo_1035921.007	NA	0.0	0	0	3113636
evo_1286_G.010	NA	0.0	0	0	3139809
1286_AO	NA	0.0	0	0	3907241
1030776	NA	0.0	0	0	2645012
1053025	NA	0.0	0	0	3762331
1030800	NA	0.0	0	0	424499
