genome	precision	recall	predicted_size	correctly_predicted	real_size
evo_1030719.003	NA	0.0	0	0	5023578
1021_AC	NA	0.0	0	0	5492341
1287_BM	NA	0.0	0	0	4782583
evo_1220_Q.030	NA	0.0	0	0	4756148
1285_BZ	NA	0.0	0	0	5523706
evo_1052962.028	NA	0.0	0	0	2593072
1287_CP	NA	0.0	0	0	4568973
evo_1220_W.025	NA	0.0	0	0	4825884
1220_BH	NA	0.0	0	0	6540465
1286_AA	NA	0.0	0	0	3783235
1220_H	NA	0.0	0	0	6769685
1286_CE	NA	0.0	0	0	4928023
1139_BK	NA	0.0	0	0	4731115
1036569	NA	0.0	0	0	3543650
1285_AV	NA	0.0	0	0	5013129
1220_BM	NA	0.0	0	0	8252076
1220_C	NA	0.0	0	0	4391312
1287_AW	NA	0.0	0	0	4714683
1220_AV	NA	0.0	0	0	4691739
1286_CI	NA	0.0	0	0	4104131
evo_1030719.011	NA	0.0	0	0	4838433
1286_BI	NA	0.0	0	0	4878741
1220_CH	NA	0.0	0	0	7580532
1053019	NA	0.0	0	0	7651985
1285_F	NA	0.0	0	0	3943376
evo_1052962.015	NA	0.0	0	0	2701961
1286_CR	NA	0.0	0	0	4218784
1021_AR	NA	0.0	0	0	4573036
1285_CJ	NA	0.0	0	0	4299213
evo_1052962.024	NA	0.0	0	0	2557209
1285_AY	NA	0.0	0	0	4021257
1220_AI	NA	0.0	0	0	8258662
evo_1048972.034	NA	0.0	0	0	3048076
1139_BM	NA	0.0	0	0	4787236
1285_AE	NA	0.0	0	0	5053880
1287_O	NA	0.0	0	0	5489893
evo_1048969.002	NA	0.0	0	0	3668521
1139_BT	NA	0.0	0	0	5219571
1287_AF	NA	0.0	0	0	3562920
1287_F	NA	0.0	0	0	5808966
1220_Q	NA	0.0	0	0	4828649
1365_O	NA	0.0	0	0	5892554
1139_BZ	NA	0.0	0	0	5095657
1030719	NA	0.0	0	0	4376331
evo_1048975.026	NA	0.0	0	0	4489712
evo_1030719.037	NA	0.0	0	0	4462894
1021_R	NA	0.0	0	0	7759353
1287_BG	NA	0.0	0	0	4784426
evo_1048987.039	NA	0.0	0	0	3009458
1287_BU	NA	0.0	0	0	3952383
evo_1220_W.003	NA	0.0	0	0	4781739
evo_1052956.014	NA	0.0	0	0	2564959
evo_1036662.016	NA	0.0	0	0	3839230
1285_CQ	NA	0.0	0	0	5868696
1053007	NA	0.0	0	0	7310196
1285_N	NA	0.0	0	0	6526026
1139_AJ	NA	0.0	0	0	5518083
1365_I	NA	0.0	0	0	3611219
1139_AN	NA	0.0	0	0	4786366
1287_P	NA	0.0	0	0	3754388
evo_1036569.020	NA	0.0	0	0	3203117
1286_AV	NA	0.0	0	0	3896588
1052986	NA	0.0	0	0	4932946
evo_1036686.006	NA	0.0	0	0	4259603
1286_AZ	NA	0.0	0	0	3764595
1048963	NA	0.0	0	0	5264539
evo_1048975.038	NA	0.0	0	0	4492770
1139_CE	NA	0.0	0	0	3604947
evo_1030719.017	NA	0.0	0	0	4711147
